class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62
A,0.0,0.0,0.0,0.23954451812364197,-0.10785968352282398,-0.09514571438889842,0.42569190898255466,-0.41243550152631475,-0.11521170262499815,0.4408495832207916,-0.6794403857701387,-0.13332240724428843,0.4331783435044802,-0.8905002464919856,-0.13916117891289811,0.2432324447903688,-0.6453856570363975,-0.044731004393157234,0.27746090801930856,-0.8206736984198929,-0.18641420965757144,0.2674797920782736,-0.6032406374614306,-0.2558141584007584,0.251734112749118,-0.41664224141404044,-0.2684017949833732,0.058320065907825076,-0.6213153151320876,-0.04371274774338083,0.10704787418356461,-0.7844373500275796,-0.20136901018811845,0.11383584822949944,-0.5169841653683752,-0.23763157286387637,0.11243364353472417,-0.3133445665801305,-0.21497408176705438,-0.118640783283532,-0.5664695617180369,-0.0648065733444271,-0.06408701956054295,-0.6872580606438804,-0.23983200013072675,-0.0392902888254747,-0.4062345261440998,-0.21344196933650464,-0.031054569254017353,-0.2179965343864094,-0.13891207245576173,-0.30038681639514453,-0.4907661078217538,-0.09004631288936955,-0.23685157054636224,-0.5838666622770791,-0.21547286079662645,-0.19466742611404064,-0.3811538571355605,-0.18827611570083908,-0.17400321126078408,-0.2405444035456834,-0.12755018557420167
A,0.0,0.0,0.0,0.2354219265142626,-0.10707895942997267,-0.09619591304529751,0.4171910804650118,-0.4066269665654724,-0.11907324854522637,0.4485042679469261,-0.6696050960833987,-0.1409546149107067,0.4436669267865612,-0.8835872854195065,-0.14977705805882274,0.24491720296128383,-0.6445002831737701,-0.03952585291571886,0.2931795887988264,-0.8216902369976019,-0.1838353147169734,0.27907980668327526,-0.6131792528121308,-0.25668276950112084,0.25913622135765363,-0.4242421969727444,-0.27062898741893215,0.06866110327720372,-0.6190087182577041,-0.03758830164772709,0.13190780100927893,-0.7843704452788263,-0.19596440480225746,0.13326707010161232,-0.5253785819261103,-0.23184076965290099,0.12307549298900886,-0.32286831981770686,-0.20779171251749937,-0.10482119042914774,-0.5641052514680498,-0.05862987098718855,-0.04284945083236251,-0.6856624119603033,-0.23229150546521968,-0.01594334903090126,-0.41135585540464054,-0.20489444245660038,-0.00955728421484673,-0.22634134233269904,-0.12925754188964775,-0.2832663113714636,-0.488761647030187,-0.084398108037771,-0.2136315881034026,-0.5856375101179602,-0.20688927585102088,-0.1666056812724994,-0.3908164563099128,-0.17792630225106468,-0.14719112269332593,-0.25442939061771197,-0.11635381425027855
A,0.0,0.0,0.0,0.2302301458011357,-0.11748928929740886,-0.10388196125891956,0.41675555519325447,-0.4051557320449232,-0.13036718766230745,0.451564458689771,-0.6653165407766748,-0.15370692663862412,0.4543363979802407,-0.876047815682305,-0.16161269166931935,0.25906753352047074,-0.6370235814230666,-0.042851257095938594,0.3027185316613199,-0.8172911097778562,-0.18997779464794284,0.271504837723604,-0.6135867702362234,-0.263159135476151,0.24859287028919988,-0.424961030487359,-0.27690592185616025,0.08291325162961953,-0.6160281594682743,-0.03820416945146724,0.13517335916770035,-0.7950501541853076,-0.2053435060656944,0.12015542390877482,-0.5396531832174462,-0.23989006232247503,0.11717963745438853,-0.3342092762260343,-0.21011279229288488,-0.08966886844855634,-0.5677069475685207,-0.05785832901468103,-0.03590958264696714,-0.6943754495792349,-0.23774862219058093,-0.02293788122149838,-0.4245374535158229,-0.20963153624684866,-0.006340279715186451,-0.24169156305434142,-0.12976076623333035,-0.2665199565499836,-0.49825799815590827,-0.08314663252205944,-0.2011582203958416,-0.5901258365378916,-0.2109427798447368,-0.16373703997450062,-0.3940345377384067,-0.18429041996369866,-0.13477903969772229,-0.2585574976463713,-0.12151034484882214
A,0.0,0.0,0.0,0.23495885849507778,-0.11686684856661904,-0.09722267504448354,0.42480245087520113,-0.40115839296976463,-0.12269540118694049,0.46215236315802666,-0.6614577614663872,-0.14693534366675678,0.4583464108171231,-0.8744951564400284,-0.15867195421368976,0.2561538095972019,-0.6270447832381346,-0.042260441226272975,0.2979133786831714,-0.8201008980240228,-0.19061472942026172,0.27894684483774007,-0.6255419056644607,-0.26674519069077934,0.26096228828073836,-0.4390092644438148,-0.28240393476968756,0.07816921014895516,-0.6082312121748781,-0.041134753549711404,0.1364830486641653,-0.7924590763397805,-0.207803101320919,0.1256954031676966,-0.538658680613004,-0.24757059767154113,0.11805577550152065,-0.33175353682650677,-0.22296541551196983,-0.09482160435181675,-0.5607608299009843,-0.06290114162733534,-0.03838928101257997,-0.6988525412107569,-0.24239380150982062,-0.023387863484099044,-0.43027080954193564,-0.2163928795599171,-0.01271439291009634,-0.24376017647993342,-0.13862033303270285,-0.27557959656526815,-0.491270008187776,-0.08933278816826179,-0.2131716325821635,-0.5975898418985656,-0.21716883434115472,-0.17056882272164475,-0.4045836406437448,-0.18946510711122502,-0.14530588843951772,-0.26457174789032667,-0.12612941108706574
A,0.0,0.0,0.0,0.23734330235235374,-0.09496199378343032,-0.10647687488582767,0.44533340247797054,-0.3829250906236405,-0.13027093130363848,0.491970593061706,-0.6474873698017606,-0.14846948257953144,0.4889427742053876,-0.8589864827892927,-0.15191177024055594,0.2884536106073834,-0.6324251635531731,-0.04500149722382824,0.31965555922259614,-0.8070465931255314,-0.19202206200984298,0.2795527477882585,-0.604574772880613,-0.26693317124698207,0.25571659915780215,-0.4154652834241435,-0.2809026661078599,0.10675210531964717,-0.6120020097147079,-0.03458061271514851,0.1451679172802344,-0.7830101922496265,-0.20276189159921068,0.12435639916660979,-0.5262503929374888,-0.24073918425194504,0.12303188936680036,-0.3168485941899475,-0.21168317205389417,-0.0678926236566518,-0.5659052426739555,-0.047855835156397165,-0.031896883994855366,-0.6833397568151006,-0.2238491397642075,-0.02462342322676934,-0.4180187754676054,-0.20057766445109887,-0.009054270999808335,-0.2368352527180041,-0.12444539053347162,-0.24520807746676707,-0.5027771018662988,-0.06666604177139987,-0.19503857461717558,-0.5866146112955662,-0.1904705363071637,-0.16560995589873578,-0.38678690551259515,-0.1660695610738074,-0.13625381058939579,-0.2502742262825737,-0.10461802697945916
A,0.0,0.0,0.0,0.2374845266130531,-0.09255272026608156,-0.1013347264795931,0.4455709414786852,-0.3798122189259167,-0.12254200375161076,0.48791493468177627,-0.6468233998543964,-0.1398993625761311,0.487797967036956,-0.8608930752764754,-0.14462453559346614,0.2819110312591317,-0.6267683224195878,-0.042958261482002595,0.3239284897870994,-0.807037881886213,-0.18785749812735328,0.2847552944890112,-0.6103288854639891,-0.26166388401683593,0.25737548382122327,-0.42184868469616776,-0.2758312549321251,0.10323332833373239,-0.6089751068164911,-0.03583081596114448,0.15323041706437626,-0.7802850665311803,-0.2001881876458846,0.12713274236163385,-0.5255446444334236,-0.2376847400904144,0.11941251227960603,-0.31586491093100544,-0.2101603951844306,-0.06856606786975164,-0.5642609348689327,-0.05180234045451641,-0.02554341864410969,-0.6941197544026589,-0.22833981723770336,-0.02575152357885242,-0.4248944734307689,-0.2031982159599079,-0.013315182425930688,-0.2377150503463864,-0.12612633101757187,-0.24394406479825248,-0.49810135445006143,-0.07287030743393369,-0.1927476921843108,-0.6007616631654712,-0.20077482302911212,-0.16561400093583217,-0.40072103832661665,-0.17559100374201433,-0.13837199277459813,-0.25649749543729117,-0.11342341633765937
A,0.0,0.0,0.0,0.24161425406387702,-0.09017173543082535,-0.11179145717878244,0.4568123546930913,-0.3712879032312744,-0.13825844220846306,0.5063934123266827,-0.6325936205440411,-0.15726814865249356,0.4933028432140864,-0.8543601250117024,-0.16346584250811155,0.2891999018680584,-0.6174934617756502,-0.06221798652294952,0.33478323488389466,-0.7987850081596598,-0.2064548375711904,0.29337764862947907,-0.6076924890814455,-0.2773301720464851,0.2639927327612314,-0.4194953672481305,-0.28927476458152857,0.10641861059379784,-0.6015271005694167,-0.04887093594740789,0.15878175016404988,-0.7696364638321016,-0.21448340903159266,0.12681437965406928,-0.5141973722545817,-0.2498114292204355,0.11573105744334321,-0.3034666567535486,-0.2211817894742803,-0.07041282552948011,-0.5591793573288724,-0.058336070242691475,-0.022299441578114945,-0.6852320953518309,-0.23516587260336425,-0.026389273415951035,-0.4136450174875164,-0.20891209359366006,-0.019924875521464235,-0.22545110152799278,-0.13176993860912242,-0.2504929215288914,-0.49749859218987363,-0.07326001384254409,-0.19609022971317988,-0.58686577660192,-0.2016074947473208,-0.17055063615476232,-0.383902276783024,-0.17621219633522142,-0.14947904423871652,-0.24389782262598997,-0.11419208637284227
A,0.0,0.0,0.0,0.23627735600891298,-0.08537158933078841,-0.11284158960896806,0.45657921571229715,-0.3644754713451589,-0.13723747820906831,0.5011842507237142,-0.6319625215776521,-0.15428984550749525,0.5020503738028095,-0.8506007401333164,-0.15628116664881153,0.29018304479383167,-0.6133023230039615,-0.046126347409081156,0.3341521781418221,-0.7941620086520557,-0.18898471979729572,0.29046147185402593,-0.5942907210669031,-0.25764201882152193,0.26364941951402854,-0.4101596085301243,-0.26791394954857517,0.1132635938179152,-0.5979828848782099,-0.03184083384323498,0.1612351313342977,-0.7743137898616443,-0.19976880514123377,0.12946931153911276,-0.520849482344604,-0.23763694954920656,0.12061452962127328,-0.31655250374769384,-0.20788725191018512,-0.058217969036004076,-0.557973292745167,-0.041458630214642946,-0.019972436358042734,-0.6871985404417196,-0.22033346059187678,-0.026847994079996308,-0.41937987908781754,-0.19661710310268074,-0.016026130446000292,-0.23801360918541437,-0.11867296237564505,-0.2331377964500893,-0.4998808769495645,-0.05647555743056195,-0.18842335769631072,-0.5960572090179306,-0.1828112098970945,-0.17136038090622024,-0.39259296168085994,-0.15762447400317112,-0.1468040370255463,-0.2522704589100494,-0.09489744065396769
A,0.0,0.0,0.0,0.24313122188658168,-0.1044246080670163,-0.09380592539069171,0.4510247069115797,-0.37530940838430094,-0.11717710702462855,0.5085683431656705,-0.6278842893843053,-0.13826767720359512,0.5157237310323792,-0.8440168983178186,-0.14718868368190363,0.3052346457550282,-0.6123137342118368,-0.03805047703897895,0.34111984738411527,-0.7958128183096285,-0.17257403904346683,0.3005784297107674,-0.6125022558931457,-0.2441078382182394,0.27399347480360386,-0.43407251863408036,-0.26030466557952475,0.12822380070270664,-0.5965498535116119,-0.033539994757137724,0.17357093949511337,-0.7705922729604774,-0.18576711495486062,0.1402695042527409,-0.5278500454691384,-0.22229680823916817,0.12892141294044013,-0.3273649118347434,-0.19966131811358345,-0.04247725062461298,-0.5549310853972229,-0.05043843267957153,-0.0061864168881974905,-0.6773810141712651,-0.2088328422549427,-0.006509211936057037,-0.4256772697160287,-0.18162672656874926,0.0062018829304179846,-0.24950791796088587,-0.1096489816820566,-0.21565755538667236,-0.4935840915937424,-0.07268388855290818,-0.1657286015864444,-0.6033653399504294,-0.18011596079870137,-0.1416496141869469,-0.41567741891760085,-0.14759145984393565,-0.11895530623412971,-0.2801723930046642,-0.0863642180236141
A,0.0,0.0,0.0,0.23389741629170052,-0.0771644522635892,-0.11388159386503892,0.4525641711032018,-0.34931718859420247,-0.14129251702131446,0.5080652549654646,-0.6152808702546677,-0.16093980978817277,0.5128867904137955,-0.8418064283726967,-0.16825301592969796,0.3099678292198958,-0.6126787983786766,-0.060982791510743185,0.34629729024258954,-0.7875989534869935,-0.21088145364653418,0.2946325913310905,-0.5883136930704769,-0.28562639353781566,0.2606425033710167,-0.40436235285605915,-0.29838067248535705,0.1283410081452262,-0.598788463858263,-0.04518515414741601,0.16424198140894652,-0.7589483716405568,-0.21360589070166738,0.11629327879912872,-0.5043197903974408,-0.24828939631725908,0.09985669440319414,-0.3037243900256846,-0.21800721885407737,-0.0449029296828797,-0.5558882981793744,-0.05325646812620022,-0.021500095039436288,-0.6738161074429124,-0.22972305586100636,-0.04002629097228225,-0.41173504955763474,-0.2034346819888627,-0.03257836633874266,-0.23278960114073996,-0.125994863151066,-0.21773754610410492,-0.4958518564634655,-0.06678833196762922,-0.1887773677765202,-0.5905997597163388,-0.18927172108364237,-0.18165604976161104,-0.39030143780202015,-0.16118248874783456,-0.15997531185370065,-0.25061910017501465,-0.09742718326428682
A,0.0,0.0,0.0,0.2378241991609074,-0.09251350798844575,-0.11099506809338609,0.45133943949159194,-0.3562023385270475,-0.13894109120573786,0.5048095572376591,-0.6186448340461816,-0.1611396907263026,0.515900900395644,-0.8396831840615985,-0.1696420094644585,0.31556383549409484,-0.6099353081728492,-0.04645923094934541,0.33852809207131285,-0.7902827042994712,-0.1931670497053489,0.28674421974855124,-0.5947627166635022,-0.27054889418819994,0.25901271130162534,-0.41590436474467235,-0.28913758835143505,0.13924891250695065,-0.5953133631345132,-0.03426664954642144,0.15264214227939457,-0.7604740486115058,-0.20526019545838678,0.11589480429598656,-0.5059821460037512,-0.24780182149404376,0.11052381332032182,-0.30803856709783173,-0.22473066493838645,-0.02700058039131827,-0.552469590413992,-0.04546405034777187,-0.02873875157847206,-0.677937871944058,-0.2240309798564201,-0.03392228471228914,-0.4141053995733277,-0.197774702780667,-0.014996627347811835,-0.23859701788892296,-0.12213632416257561,-0.19514583041848715,-0.49018504508290806,-0.06262278409195329,-0.19340357518249138,-0.5878690755924314,-0.18975081577846226,-0.17818290858391858,-0.38650189688582093,-0.16280681404949437,-0.14571991286642974,-0.2514684229064695,-0.10092191477643284
A,0.0,0.0,0.0,0.23558441486150972,-0.08369157507061335,-0.1280065335566508,0.45072293127237995,-0.3525805294157884,-0.1643021999047309,0.5066691686685431,-0.6143154545633084,-0.19148048650690982,0.5047621479952105,-0.8382401706801204,-0.2063215699082964,0.30209191093690985,-0.6275709412911689,-0.06007627662252265,0.3287262007401634,-0.8059625069550711,-0.21537690123882516,0.277597946250276,-0.6091791545807825,-0.2985136277920046,0.25025894014354755,-0.42858398462289965,-0.3179190820835692,0.12082180311195717,-0.6148041571285057,-0.039750606357475037,0.15120601456413257,-0.7823471262167293,-0.21688059220294456,0.10594939531703355,-0.525073082887304,-0.25913131544176654,0.0967424551225288,-0.32129215818082774,-0.2311002758837619,-0.052899411047121515,-0.5705404326017056,-0.04490253851818434,-0.03864382513854153,-0.6973780802392034,-0.22738961854413225,-0.05066704894862868,-0.42898347195322184,-0.20257340434660204,-0.03594953705274795,-0.24791677006081075,-0.12415169695285393,-0.22595517321201752,-0.5045233201322675,-0.057124256469828404,-0.21127038157388034,-0.5889281367845203,-0.18830530068804124,-0.19314425934150362,-0.384329866043327,-0.16390526415414097,-0.16240096557453151,-0.24903946514302078,-0.1003229666256609
