class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62
A,0.0,0.0,0.0,0.2575748967791561,-0.11729769361850498,-0.09428848079411782,0.4701639112032399,-0.36597439127864984,-0.11810370746221183,0.532740311510039,-0.6243280978276827,-0.14085317582307244,0.5241679739777266,-0.8375110110237665,-0.1543477938618941,0.3005733758318371,-0.6206751091451654,-0.024515679207600546,0.3220953754122742,-0.8161863711509977,-0.16291805179535498,0.28064787273634906,-0.6416586081563405,-0.24043239839385033,0.26453236803666463,-0.4588438459217836,-0.2611914018206771,0.11636389596755867,-0.6066952946993094,-0.021749374069758208,0.13599039896151258,-0.7912846190704729,-0.18301113589829085,0.11339445987419372,-0.544173599395631,-0.22991398958631962,0.11654805599918358,-0.3397535958599433,-0.21210729444565052,-0.05442422839243644,-0.556324233351712,-0.04085888192944796,-0.04824389167239659,-0.6988218126527543,-0.21277344483608046,-0.04129081067913008,-0.4384495665851927,-0.19330039890737485,-0.01939491655518845,-0.25854023501268314,-0.12368568293771628,-0.2248511091019402,-0.4750087988608253,-0.0643703896840307,-0.22240604963563773,-0.5882654275444741,-0.1903176620463557,-0.18646330288619745,-0.4002562895120148,-0.16756943566814247,-0.14536199565240787,-0.2670806853626062,-0.10898616843100487
A,0.0,0.0,0.0,0.2433323607985156,-0.11881969284420485,-0.10037277749807062,0.44459141339155905,-0.40005603567031156,-0.12852946855270453,0.4782857595664962,-0.6575853787625487,-0.15241665537151833,0.46145107680078823,-0.8715734318102083,-0.1655978764416058,0.25276561953402565,-0.6506744837324039,-0.04936778213706156,0.2657501038428361,-0.8524781711283996,-0.1950875686990458,0.2503808764647865,-0.6552256447239257,-0.276705178824416,0.24924681202311302,-0.45759503060233914,-0.29729819940789115,0.06464411446554996,-0.6188355464679102,-0.04247923839577179,0.08236481523760367,-0.8137943104423331,-0.20417957197308959,0.09036849987342221,-0.5555274422372268,-0.24924052256305704,0.11454913828587303,-0.3460160340569491,-0.23099565408348144,-0.10704694006874294,-0.5514676902457002,-0.05625972168458,-0.09178058752264888,-0.723575098301045,-0.2237934932660076,-0.05846055358120124,-0.45773236736751605,-0.19453146550974962,-0.026799518240511574,-0.26954318746477374,-0.12016927039190534,-0.27855870171158126,-0.45963470014584656,-0.07539896107317877,-0.25735098697491465,-0.584487388722995,-0.20193523147527764,-0.2078004611958336,-0.3920973161928312,-0.17315039078446473,-0.16957405854424934,-0.2547917200461659,-0.10942363367804167
A,0.0,0.0,0.0,0.2748366137126675,-0.15547942899942796,-0.07674854030190113,0.4604860679862338,-0.41960967069627264,-0.09632540282521679,0.4781149635592284,-0.6677701188487176,-0.12325512123324779,0.46409824717920956,-0.8748083139907942,-0.13900802400498136,0.293224111020939,-0.6712740434932297,0.007874468203691146,0.34355882893278794,-0.8566667006752069,-0.13809819386026806,0.3292838170305013,-0.6631898120759459,-0.2272871061805405,0.31275652245681096,-0.46682352504408303,-0.2531349081620977,0.11261322885732039,-0.6431596672042678,-0.0011620196647899722,0.1749583492872996,-0.8235621544144455,-0.1634947278931959,0.1660307558484254,-0.5756534708882914,-0.21305092625065256,0.1658619138104456,-0.3585534833727065,-0.1961529397176568,-0.05966355150527931,-0.5914851826320392,-0.034549636576641896,0.013986069231798794,-0.7313839577070865,-0.20314563506623273,0.01847638534702041,-0.47325309318025416,-0.17933764959475662,0.025533371853393737,-0.2791000730775961,-0.104642859323178,-0.23574481908870779,-0.511833498858638,-0.07350081196309288,-0.139860013783341,-0.6391863379454591,-0.18948266141548437,-0.11815142864563029,-0.4478609696225314,-0.1564986257352468,-0.11346015318580714,-0.29788259063949346,-0.09092317855292562
A,0.0,0.0,0.0,0.26874245543326997,-0.12532439198108272,-0.09855365289036551,0.46193847599032095,-0.39427104488434067,-0.12608148422560228,0.4936467326314266,-0.6532887881693709,-0.1543068126869471,0.4713161708149261,-0.8651188932409248,-0.17155281310999376,0.2764843213664182,-0.6478798635339167,-0.033661143326946724,0.3441436437612715,-0.8239119917665415,-0.17960906916233282,0.3337934954781441,-0.6305181660081283,-0.2588059925190476,0.316810539868429,-0.4429897794028554,-0.27913834891945316,0.0996205471480541,-0.6329828886585551,-0.034744218545297204,0.19144773508791954,-0.812051374082228,-0.20263200837127351,0.1831041672765402,-0.5559819463254612,-0.2489698891712377,0.17135861042748948,-0.34287489681441313,-0.23049163100140446,-0.07444791167535639,-0.5883010789340293,-0.059021847628886945,0.026716605096496315,-0.7355152029471285,-0.24015051166095025,0.03382397918087045,-0.46689994182197553,-0.21604599172238867,0.030310598943628825,-0.26889249618295674,-0.13995653954518295,-0.25839053151996877,-0.5150233075432125,-0.08904569339713435,-0.14406599090260983,-0.6335776951729446,-0.22360894811860763,-0.11477341992529763,-0.4405348523122208,-0.19838329528830362,-0.11251931660732072,-0.2901624149089692,-0.1365917055688985
A,0.0,0.0,0.0,0.2692204393265962,-0.12248151856061681,-0.08595364206338155,0.46649266915433746,-0.3907459758347131,-0.10569585592769219,0.5177800345984043,-0.6399121001680194,-0.12890082555093657,0.4982906351827487,-0.8550036750168302,-0.1437885899398403,0.2887656158516476,-0.6442988131447325,-0.014744844517916232,0.35598329976463683,-0.8335753316696637,-0.15004609223405524,0.3516834486683987,-0.6489442943064968,-0.2304990418298671,0.32748558382699805,-0.46499690255888615,-0.25069439770483726,0.1208943151083019,-0.6302243683168667,-0.015316550096894492,0.19458866148579526,-0.814477186741602,-0.1591933814977074,0.19525510393671197,-0.5789264741600151,-0.20345222011652522,0.18500352191338537,-0.3711159428982886,-0.18746897606458618,-0.05278545086316715,-0.585183099061498,-0.03839319809537474,0.03715695549407688,-0.7320772556701443,-0.19775548145219463,0.04788132685817043,-0.4719369537277422,-0.17778014747251844,0.042708344651703645,-0.27405913490214423,-0.10874817990074541,-0.23546638887294397,-0.5101867018696125,-0.06628605358447895,-0.13063312375064293,-0.6377802865127267,-0.18599263745105926,-0.09936948989606242,-0.441150057481223,-0.15798491401882697,-0.09663616085202614,-0.2821578458446084,-0.09575720542289483
A,0.0,0.0,0.0,0.2566444366506255,-0.1291576340776668,-0.0834368733088187,0.46008306660435405,-0.39141623237245937,-0.10550436946453254,0.49893713344149737,-0.6412903483934521,-0.13176587519900326,0.5034269307762634,-0.8515326742677494,-0.14646989459819465,0.29587165018315154,-0.6509393334609738,-0.012909852950279918,0.3539430757969026,-0.8377682544184377,-0.1574811113150258,0.3401090481003746,-0.6414620274856256,-0.24176163920097646,0.3191010958461191,-0.4510372684888668,-0.26364987235277865,0.12588138420676995,-0.6310274160341954,-0.018130536480371384,0.20211991080803912,-0.8135208927783623,-0.1715148588194726,0.19005519908127627,-0.5695329865380366,-0.21337879632704143,0.1802113728344289,-0.36441951274954215,-0.19429904223355507,-0.04440238979263341,-0.5851180315475506,-0.04701293724384216,0.04128213445095652,-0.7395439220935043,-0.21011750150454214,0.044481420536197684,-0.48130774547461463,-0.18368405830815937,0.045193183571313474,-0.28967077645733924,-0.11017252550912529,-0.225328443720402,-0.5105445003345417,-0.08148137914508005,-0.12291943352374028,-0.6369620169470758,-0.19655923031017383,-0.10122354904319761,-0.4501373514911884,-0.16526829924459216,-0.0990942176400574,-0.3004090483426952,-0.10222922146457962
A,0.0,0.0,0.0,0.25915260379093147,-0.13751097220496186,-0.07906236254234326,0.4488732755817699,-0.40947440006221103,-0.10223760116333806,0.47363015119909524,-0.6661425131451926,-0.13034361099229783,0.4689678835396787,-0.8707956886634374,-0.1475940134744097,0.2830363287262018,-0.6588465262716038,-0.019804983620330556,0.3398407849467109,-0.8239877210192349,-0.1652236342465915,0.3304766658255763,-0.6285017777036221,-0.2501754219608478,0.3113189554706068,-0.44114350608940184,-0.27522466827745734,0.10394633630743869,-0.6339119485233944,-0.031242590868702978,0.18232105063729775,-0.7908271191774117,-0.1910640709184048,0.1827916850474834,-0.5408144274801617,-0.23557368886363944,0.1761297068356036,-0.3328954061379855,-0.21952749607270824,-0.06828788725995644,-0.5828037350190448,-0.0651492631469065,0.016666966377637652,-0.6973760759243607,-0.2349137412762658,0.030402181508130666,-0.44029785765035695,-0.20978265605551147,0.032968328986165654,-0.25486808217126916,-0.13719472024730595,-0.242275090440316,-0.5040562529803958,-0.10409271245026214,-0.1368946305470407,-0.6150974394481952,-0.2189587369378757,-0.11418336326521532,-0.4293687819771899,-0.18494961804556775,-0.11553273380195246,-0.2850929865279883,-0.12184621473869572
A,0.0,0.0,0.0,0.23465301229087693,-0.13090753728801668,-0.08840946897927889,0.4177819664842564,-0.42675650606061416,-0.11051948468947356,0.4308370043046044,-0.6863635730573338,-0.13312131396453925,0.4171092873438201,-0.8975933661161494,-0.14263937575512162,0.2251820949932038,-0.6547203159790579,-0.03733104499202087,0.28132998370532053,-0.8491482547334149,-0.18085998568741848,0.2881994109311839,-0.6405245712739023,-0.25355654062865185,0.2804704984668063,-0.44946774852794835,-0.26627390997361244,0.04981837667216149,-0.6277218988733153,-0.04128073308848767,0.1244164050670008,-0.8202457696449263,-0.19672896438336088,0.14511948197999755,-0.568578025097716,-0.2345649511909567,0.15338539869515058,-0.3627678237251084,-0.21174666857629906,-0.12449322844202335,-0.5722936439509485,-0.06678024008511033,-0.03387290682748886,-0.7107537922842219,-0.2392587391705574,-0.0031774755408833398,-0.4408955508118817,-0.21232683060447596,0.009539007867297751,-0.25312871757780797,-0.13575303662894958,-0.3055401046411755,-0.49100983036839696,-0.09606557642474095,-0.2005439400304522,-0.6069676907519015,-0.21737551536576546,-0.156989895763754,-0.40869630512326965,-0.18355600204954126,-0.14259785278074003,-0.2587427723871166,-0.1172335882135306
A,0.0,0.0,0.0,0.22981576209574495,-0.14405879217426662,-0.08342259308874783,0.3982273149809728,-0.4356045220983818,-0.10645238181952742,0.41363013107755553,-0.6904421341824213,-0.13298353808605987,0.40663854749400535,-0.901785256797499,-0.1463845699335631,0.2060830609795355,-0.669855074280253,-0.023054222323755223,0.2727287767326881,-0.8558652726176755,-0.16928565574756638,0.28173819594949623,-0.6479558866823336,-0.24921950605280438,0.2685145587774733,-0.4518737750167233,-0.266837090602312,0.03570995214681982,-0.6385055689665224,-0.029794190860198078,0.12044762077252597,-0.8162382297649691,-0.1841079800634104,0.135206784043641,-0.5600256361439745,-0.22311568524964862,0.13363414775873536,-0.3530692569837214,-0.20224988422912024,-0.13255721508168325,-0.5819380949341715,-0.05936495896415851,-0.03503103235668827,-0.723458034296871,-0.22633035509574528,-0.010739097943666391,-0.45948013429439627,-0.19729865429720658,-0.007435062592162834,-0.2712865176237697,-0.12123621353369564,-0.3098717718826779,-0.49956257565248324,-0.09357942515131894,-0.19676385772817137,-0.6235232530548863,-0.2097048228893471,-0.153875173610404,-0.431797410254426,-0.17367123182899624,-0.14438836011582912,-0.2805170004971293,-0.10678663461484535
A,0.0,0.0,0.0,0.2533283853545221,-0.11651157412523118,-0.07968534420075324,0.44635627833228225,-0.40401051561889834,-0.0962886043793863,0.4900746564221397,-0.6529323622139059,-0.11692633954522975,0.49276578742929705,-0.8609072679190171,-0.12657233024400935,0.2803310264000567,-0.6574621616414448,-0.014297979015347333,0.3480477625476511,-0.8277015909876319,-0.15292404230477602,0.32936877103139534,-0.6354299498015181,-0.23281060061035846,0.29873566352619396,-0.45153816645517525,-0.2524288221508886,0.10154919899790647,-0.6322799951151463,-0.0207074019673152,0.18168658613600067,-0.8033537533916697,-0.1688658607974827,0.17548849031602393,-0.5522734594780047,-0.20873726801627931,0.16667601524405257,-0.34147289633773115,-0.1894993411809805,-0.07640137195390222,-0.5816909493099931,-0.049630472912208956,0.024068121427029247,-0.7132277940353825,-0.21211014317521062,0.0235788139266905,-0.4483984533687859,-0.1901640511421954,0.012218710736727903,-0.257339477865302,-0.11994435079535685,-0.2576960060341033,-0.5078386513470208,-0.08302795392561874,-0.15399546859282123,-0.6175939022085251,-0.19719248468075054,-0.13011350330664975,-0.4216170308828726,-0.16685538953739532,-0.1305324449906384,-0.2674628777350289,-0.10528704732750985
A,0.0,0.0,0.0,0.2815769641384225,-0.06225049697030997,-0.09525091546403978,0.5240623435739712,-0.31665331994734114,-0.11460033187997998,0.5919344163215277,-0.5763696160075635,-0.13198790388377382,0.6011546919150517,-0.7870705133849629,-0.13832224459012463,0.36449944293843956,-0.628399831032216,-0.023684328663661637,0.4125307350973937,-0.8105434472606259,-0.1744212378935973,0.3630193662241404,-0.6133679070793986,-0.2650771552443983,0.3306496950487107,-0.4175611158003329,-0.29226626777692927,0.17205151939456473,-0.6257535541404184,-0.018681859703041037,0.20724259768698414,-0.7992854113778488,-0.19797928517476085,0.18032291180639742,-0.5329714409592138,-0.258503794856945,0.17240845313053488,-0.31238125660119886,-0.2465083319026823,-0.005451029809108509,-0.5877225286027956,-0.03563005569299117,0.013017491148828499,-0.731501367971451,-0.2187761154734876,0.014699623344943314,-0.45163769737139925,-0.1994195542898281,0.024751390322423808,-0.250920296358512,-0.12793489839054767,-0.18171339240813963,-0.5206885044676406,-0.05747194790191067,-0.15950498812236338,-0.6189566386858502,-0.19858291287025676,-0.13644797402438957,-0.40287437479799815,-0.18024415830267307,-0.11175240718660295,-0.2527160484952916,-0.1210746302443446
A,0.0,0.0,0.0,0.27346866322950997,-0.07107354757769255,-0.09580510872370722,0.5190089981689,-0.32342598617435947,-0.11818066606315225,0.5863192273028072,-0.5827983070093089,-0.13673692340265478,0.5824118645380713,-0.7993443245182295,-0.14780078114063824,0.3498032231969715,-0.6327930019626937,-0.03666539612115216,0.3982945969952316,-0.8164689617451695,-0.17351033756558812,0.3589531875911341,-0.6310235505143821,-0.25496633066999114,0.3298644309115998,-0.44210382696146133,-0.2786694659182039,0.167744046232195,-0.6271414490254648,-0.029238441497141308,0.20653447846299267,-0.8089841925169152,-0.1822480783075022,0.18194143373002938,-0.5527120357615286,-0.23013338027339827,0.1739177674785337,-0.3421395759998767,-0.2172800700285254,-0.006826171680129746,-0.5838733180338794,-0.04217400189029998,0.01916927143531785,-0.7389734229004428,-0.20636784111076956,0.01875652787787698,-0.46853880404308706,-0.18244603985516925,0.022905677139732517,-0.2742543317231863,-0.11405079152173811,-0.18577900686835147,-0.5131167597102528,-0.05979699882680419,-0.15535244238082274,-0.6355366945762273,-0.18647932671576778,-0.13439029318087733,-0.43134136132177214,-0.16102015051494123,-0.1189116146277271,-0.28329016163629006,-0.1015053492530706
